name,base_name,stream_id,source,epg_id,score,method
PRIME: PREMIER SPORTS 2 RAW,PREMIER SPORTS 2,,pass3_uk,Premier.Sports.2.HD.uk,100.0,pass3-exact
PRIME: PRIMETIME SOAPS RAW,PRIMETIME SOAPS,,pass3_roku,cfd904d2f64e108809ada1e095a044dc,100.0,pass3-exact
PRIME: PROFILING PARIS RAW,PROFILING PARIS,,pass3_rakuten,DE:.Profiling.Paris.be,95.0,pass3-fuzzy
PRIME: PUREFLIX TV RAW,PUREFLIX TV,,us2,Pure.Flix.TV.us2,97.0,compact
PRIME: QELLO CONCERTS BY STINGRAY RAW,QELLO CONCERTS BY STINGRAY,,pass3_samsung,USBD3500024YB,100.0,pass3-exact
PRIME: QVC RAW,QVC,,us2,QVC.HD.us2,98.0,exact
PRIME: RACER SELECT RAW,RACER SELECT,,pass3_samsung,USBD1700019RN,100.0,pass3-exact
PRIME: REAL CRIME RAW,REAL CRIME,,pass3_australia,RealCrime.au,100.0,pass3-exact
PRIME: REAL HOUSEWIVES VAULT RAW,REAL HOUSEWIVES VAULT,,plex,plex.tv.Real.Housewives.Vault.plex,95.0,fuzzy
PRIME: REAL MADRID TV RAW,REAL MADRID TV,,pass3_mexico,Canal.Real.Madrid.TV.mx,95.0,pass3-fuzzy
PRIME: REALITY TV: SHORES RAW,REALITY TV: SHORES,,amazon_direct,amazon::Reality TV: Shores,100.0,amazon-exact
PRIME: REBELDE RAW,REBELDE,,pass3_samsung,USBD1700018II,100.0,pass3-exact
PRIME: RED BULL RAW,RED BULL,,pass3_roku,c5e8a74546771de365652cd053f73351,95.0,pass3-fuzzy
PRIME: RED BULL TV RAW,RED BULL TV,,pass3_rakuten,UK:.Red.Bull.TV.be,95.0,pass3-fuzzy
PRIME: REELZ FAMOUS AND INFAMOUS RAW,REELZ FAMOUS AND INFAMOUS,,pass3_samsung,USBB3200001MG,100.0,pass3-exact
PRIME: REUTERS 60 RAW,REUTERS 60,,pass3_roku,a4ed8522d196587cbc82a399f95db51c,100.0,pass3-exact
PRIME: RIFFTRAX RAW,RIFFTRAX,,pass3_pluto,58d947b9e420d8656ee101ab,100.0,pass3-exact
PRIME: RIVER MONSTERS RAW,RIVER MONSTERS,,pass3_rakuten,UK:.River.Monsters.be,95.0,pass3-fuzzy
PRIME: ROOKIE BLUE RAW,ROOKIE BLUE,,pass3_rakuten,FR:.Rookie.Blue.be,95.0,pass3-fuzzy
PRIME: ROVR PETS RAW,ROVR PETS,,pass3_samsung,USBC2400024FN,100.0,pass3-exact
PRIME: RUGBYPASS TV RAW,RUGBYPASS TV,,pass3_samsung,US1000004YJ,100.0,pass3-exact
PRIME: RUPAUL'S DRAG RACE RAW,RUPAUL'S DRAG RACE,,amazon_direct,amazon::RuPaul's Drag Race,100.0,amazon-exact
PRIME: RUSTIC RETREATS RAW,RUSTIC RETREATS,,pass3_pluto,6565430c9d5ac4000822f508,100.0,pass3-exact
PRIME: RYZ SPORTS RAW,RYZ SPORTS,,us2,Ryz.Sports.Network.us2,98.0,exact
PRIME: SAVED BY THE BELL RAW,SAVED BY THE BELL,,pass3_samsung,US18000096O,100.0,pass3-exact
PRIME: SAY YES TO THE DRESS RAW,SAY YES TO THE DRESS,,pass3_roku,a5de566e8ec2f3736be8a9db178f2689,100.0,pass3-exact
PRIME: SCARES BY SHUDDER RAW,SCARES BY SHUDDER,,us2,Scares.by.Shudder.us2,98.0,exact
PRIME: SCIENCE IS AMAZING RAW,SCIENCE IS AMAZING,,pass3_roku,cc7c474f22c9a6b9019fc8c4ad9d44ab,100.0,pass3-exact
PRIME: SCREAMBOXTV RAW,SCREAMBOXTV,,pass3_plex_mjh,6a1610bebdf296985fd95603-641db53c2f7a0fca29488c99,99.0,pass3-compact
PRIME: SCREENPIX ACTION RAW,SCREENPIX ACTION,,amazon_direct,amazon::ScreenPix Action,100.0,amazon-exact
PRIME: SCREENPIX RAW,SCREENPIX,,amazon_direct,amazon::ScreenPix,100.0,amazon-exact
PRIME: SCREENPIX VOICES RAW,SCREENPIX VOICES,,amazon_direct,amazon::ScreenPix Voices,100.0,amazon-exact
PRIME: SCREENPIX WESTERNS RAW,SCREENPIX WESTERNS,,amazon_direct,amazon::ScreenPix Westerns HD,100.0,amazon-exact
PRIME: SCRIPPS NEWS RAW,SCRIPPS NEWS,,amazon_direct,amazon::Scripps News,100.0,amazon-exact
PRIME: SHADES OF BLACK RAW,SHADES OF BLACK,,us2,Shades.of.Black.us2,98.0,exact
PRIME: SHERIFFS: EL DORADO COUNTY RAW,SHERIFFS: EL DORADO COUNTY,,plex,plex.tv.Sheriffs:.El.Dorado.County.plex,95.0,fuzzy
PRIME: SHOUT! MOVIES RAW,SHOUT! MOVIES,,pass3_plex_mjh,6a1610bebdf296985fd95603-67ddc2c01d30518241f9249d,100.0,pass3-exact
PRIME: SHOWCASE RAW,SHOWCASE,,pass3_australia,Showcase.au,100.0,pass3-exact
PRIME: SHOWTIME RAW,SHOWTIME,,amazon_direct,amazon::Showtime,100.0,amazon-exact
PRIME: SHOWTIME WEST RAW,SHOWTIME WEST,,amazon_direct,amazon::Showtime West,100.0,amazon-exact
PRIME: SILENT WITNESS & NEW TRICKS RAW,SILENT WITNESS & NEW TRICKS,,pass3_roku,e07a11be574e544a801fac1fc3e716f1,100.0,pass3-exact
PRIME: SKY NEWS RAW,SKY NEWS,,pass3_uk,Sky.News.HD.uk,100.0,pass3-exact
PRIME: SLICE RAW,SLICE,,pass3_canada,SLICE.HD.ca2,100.0,pass3-exact
PRIME: SLIGHTLY OFF IFC RAW,SLIGHTLY OFF IFC,,pass3_roku,aea5e7ccd9a35a4abd9193147fb4d593,100.0,pass3-exact
PRIME: SNL VAULT RAW,SNL VAULT,,amazon_direct,amazon::SNL Vault,100.0,amazon-exact
PRIME: SO...REAL RAW,SO...REAL,,pass3_roku,b41118f76d1a5abcb701b9cc0a035c5b,100.0,pass3-exact
PRIME: SPACE & BEYOND RAW,SPACE & BEYOND,,pass3_roku,21520542993cb0e350d453c13a2f3654,100.0,pass3-exact
PRIME: SPEED SPORT 1 RAW,SPEED SPORT 1,,pass3_roku,f450ca31c0f7dde46cfdccb15d2154cb,100.0,pass3-exact
PRIME: SPEEDVISION RAW,SPEEDVISION,,pass3_plex_mjh,6a1610bebdf296985fd95603-6349ed0eb1adc4cfa571fd37,100.0,pass3-exact
PRIME: SPONGEBOB SQUAREPANTS UNIVERSE RAW,SPONGEBOB SQUAREPANTS UNIVERSE,,amazon_direct,amazon::SpongeBob SquarePants Universe,100.0,amazon-exact
PRIME: SPORTDIGITAL DE RAW,SPORTDIGITAL DE,,pass3_rakuten,DE:.Sportdigital.Free.be,95.0,pass3-fuzzy
PRIME: SPORTSGRID RAW,SPORTSGRID,,us2,SportsGrid.us2,98.0,exact
